N,backend,solver,repeat,time_s
60,metal,multigrid,6,5.178765166
60,metal,multigrid,7,5.175387125
60,metal,multigrid,8,5.235152625
60,metal,multigrid,9,5.133420875
60,metal,multigrid,10,5.154802792
60,metal,multigrid,11,5.577453542
60,metal,multigrid,12,5.246727667
60,metal,multigrid,13,5.163684
60,metal,multigrid,14,5.330509
60,metal,multigrid,15,5.345042625
60,metal,multigrid,16,5.357799375
60,metal,multigrid,17,7.535469792
60,metal,multigrid,18,5.048465375
60,metal,multigrid,19,5.695969
60,metal,multigrid,20,5.392087917
80,metal,multigrid,1,5.401053583
80,metal,multigrid,2,5.544428667
80,metal,multigrid,3,5.474772209
80,metal,multigrid,4,5.496242125
80,metal,multigrid,5,5.485294834
80,metal,multigrid,6,5.531701625
80,metal,multigrid,7,5.454026875
80,metal,multigrid,8,5.56381725
80,metal,multigrid,9,6.75127975
80,metal,multigrid,10,5.661916708
80,metal,multigrid,11,6.224530083
80,metal,multigrid,12,5.439033167
80,metal,multigrid,13,5.364284542
80,metal,multigrid,14,5.479609209
80,metal,multigrid,15,5.494903917
80,metal,multigrid,16,5.159958708
80,metal,multigrid,17,5.519346084
80,metal,multigrid,18,5.934624166
80,metal,multigrid,19,6.315133875
80,metal,multigrid,20,5.420303167
100,metal,multigrid,1,6.582618625
100,metal,multigrid,2,5.941497375
100,metal,multigrid,3,5.734670917
100,metal,multigrid,4,5.669483209
100,metal,multigrid,5,5.618789333
100,metal,multigrid,6,5.7230415
100,metal,multigrid,7,5.625920292
100,metal,multigrid,8,5.648357667
100,metal,multigrid,9,5.631477834
100,metal,multigrid,10,5.703104291
100,metal,multigrid,11,5.463469375
100,metal,multigrid,12,5.35009025
100,metal,multigrid,13,5.450350875
100,metal,multigrid,14,5.457506875
100,metal,multigrid,15,5.409368209
100,metal,multigrid,16,5.638039667
100,metal,multigrid,17,6.118707084
100,metal,multigrid,18,5.950007041
100,metal,multigrid,19,6.22334525
100,metal,multigrid,20,5.691012334
120,metal,multigrid,1,5.908182833
120,metal,multigrid,2,5.533900333
120,metal,multigrid,3,5.597228167
120,metal,multigrid,4,5.751766167
120,metal,multigrid,5,5.580672541
120,metal,multigrid,6,5.554275666
120,metal,multigrid,7,6.29679125
120,metal,multigrid,8,6.905485709
120,metal,multigrid,9,5.806455541
120,metal,multigrid,10,5.908510417
120,metal,multigrid,11,7.419497334
120,metal,multigrid,12,5.686034791
120,metal,multigrid,13,5.922339791
120,metal,multigrid,14,5.791590625
120,metal,multigrid,15,5.887775625
120,metal,multigrid,16,5.894825166
120,metal,multigrid,17,6.199438041
120,metal,multigrid,18,6.154498792
120,metal,multigrid,19,6.813994125
120,metal,multigrid,20,6.490896042
140,metal,multigrid,1,6.64658775
140,metal,multigrid,2,6.78167575
140,metal,multigrid,3,6.557680875
140,metal,multigrid,4,6.537126458
140,metal,multigrid,5,6.387346333
140,metal,multigrid,6,6.408075666
140,metal,multigrid,7,6.592946916
140,metal,multigrid,8,6.355175291
140,metal,multigrid,9,6.491980791
140,metal,multigrid,10,6.299065459
140,metal,multigrid,11,6.706255667
140,metal,multigrid,12,6.312280917
140,metal,multigrid,13,5.954420042
140,metal,multigrid,14,5.907499542
140,metal,multigrid,15,6.158765625
140,metal,multigrid,16,6.471660583
140,metal,multigrid,17,7.836352292
140,metal,multigrid,18,6.501715625
140,metal,multigrid,19,6.263430625
140,metal,multigrid,20,7.6319905
160,metal,multigrid,1,7.507319
160,metal,multigrid,2,7.871100459
160,metal,multigrid,3,8.240425084
160,metal,multigrid,4,6.863741375
160,metal,multigrid,5,6.786253
160,metal,multigrid,6,6.944548083
160,metal,multigrid,7,6.427865875
160,metal,multigrid,8,6.302031834
160,metal,multigrid,9,6.94542025
160,metal,multigrid,10,6.799572541
160,metal,multigrid,11,6.743548958
160,metal,multigrid,12,7.998229708
160,metal,multigrid,13,6.416999625
160,metal,multigrid,14,6.644193709
160,metal,multigrid,15,7.536675208
160,metal,multigrid,16,7.342075833
160,metal,multigrid,17,6.41802025
160,metal,multigrid,18,6.820937667
160,metal,multigrid,19,6.549687042
160,metal,multigrid,20,6.384058333
180,metal,multigrid,1,7.452161167
180,metal,multigrid,2,7.357304792
180,metal,multigrid,3,7.818024416
180,metal,multigrid,4,7.409194542
180,metal,multigrid,5,6.67777575
180,metal,multigrid,6,6.611466708
180,metal,multigrid,7,6.707506666
180,metal,multigrid,8,6.72387175
180,metal,multigrid,9,6.631894375
180,metal,multigrid,10,6.675568292
180,metal,multigrid,11,7.428307334
180,metal,multigrid,12,7.771966416
180,metal,multigrid,13,7.750265792
180,metal,multigrid,14,7.326474583
180,metal,multigrid,15,7.168861042
180,metal,multigrid,16,6.664132542
180,metal,multigrid,17,7.313874292
180,metal,multigrid,18,7.683756208
180,metal,multigrid,19,7.348631458
180,metal,multigrid,20,7.160656458
200,metal,multigrid,1,10.396391209
200,metal,multigrid,2,8.317549541
200,metal,multigrid,3,7.666586125
200,metal,multigrid,4,7.972531875
200,metal,multigrid,5,7.643447208
200,metal,multigrid,6,8.4745455
200,metal,multigrid,7,7.972593208
200,metal,multigrid,8,7.301353041
200,metal,multigrid,9,7.543111667
200,metal,multigrid,10,7.307251125
200,metal,multigrid,11,6.961027833
200,metal,multigrid,12,7.054901083
200,metal,multigrid,13,7.268619333
200,metal,multigrid,14,7.168748042
200,metal,multigrid,15,7.189291334
200,metal,multigrid,16,7.753873334
200,metal,multigrid,17,7.405773625
200,metal,multigrid,18,7.312143667
200,metal,multigrid,19,8.093291792
200,metal,multigrid,20,8.241465708
