p_s,mean_dimension,std_dimension,n_valid_runs
0.1,1.803824528565579,0.10627188852550865,30
0.2,1.7022951654639298,0.08845412954934015,30
0.3,1.6688249240015616,0.08979946233618115,30
0.4,1.6096563516909597,0.0781571140208602,30
0.5,1.5984608221701628,0.09638366548370701,30
0.6,1.578977846942224,0.0755942049397656,30
0.7,1.623869231918697,0.0872909479217509,30
0.8,1.565046238271237,0.10113187445379497,30
0.9,1.5921955867470425,0.08875074011925269,30
1.0,1.6070313052049516,0.09895494991779884,30
